id,model_year,make,model,body_style,segment,fuel_type,city_mpg,highway_mpg,horsepower,engine_cylinders,engine_displacement_L,curb_weight_lbs,msrp_usd,transmission,drive_type,country_of_origin,safety_rating,reliability_score,highway_to_city_ratio
7663,2021,Ford,Maverick,Truck,Compact Truck,Gasoline,28.0,36.0,209,6,3.1,3677,34353,Automatic,FWD,USA,5,4.2,1.286
7664,2017,Nissan,Murano,SUV,Midsize SUV,Gasoline,20.0,27.0,238,6,2.9,4063,48187,Automatic,AWD,Japan,4,5.8,1.35
7665,2001,Tesla,Model S,Sedan,Midsize Luxury,Electric,,,468,0,0.0,3927,68191,Automatic,FWD,USA,4,8.5,
7666,2014,Audi,A5,Coupe,Compact Luxury,Gasoline,21.0,28.0,243,4,1.5,3303,45261,Automatic,RWD,Germany,5,10.0,1.333
7667,2014,Honda,Insight,Sedan,Compact,Hybrid,43.0,55.0,134,4,1.6,3132,24309,Automatic,AWD,Japan,4,8.0,1.279
7668,2020,Kia,Carnival,Minivan,Compact,Hybrid,43.0,56.0,197,4,1.6,3115,28424,Automatic,AWD,South Korea,4,4.9,1.302
7669,2018,Dodge,Charger,Sedan,Midsize,Gasoline,29.0,38.0,187,4,1.7,3234,37958,Automatic,FWD,USA,4,8.6,1.31
7670,2023,Kia,Sportage,SUV,Midsize SUV,Hybrid,36.0,46.0,233,4,1.6,4279,59826,Automatic,RWD,South Korea,4,6.2,1.278
7671,2001,Tesla,Model 3,Sedan,Compact Luxury,Electric,,,356,0,0.0,3849,38953,Automatic,RWD,USA,4,4.5,
7672,2013,Volkswagen,GTI,Hatchback,Compact,Gasoline,30.0,37.0,123,3,0.9,3114,29224,Automatic,FWD,Germany,4,5.1,1.233
7673,2011,Nissan,Altima,Sedan,Midsize,Gasoline,29.0,40.0,202,4,1.5,3409,30069,Automatic,RWD,Japan,5,7.2,1.379
7674,2021,BMW,5 Series,Sedan,Midsize Luxury,Gasoline,20.0,25.0,333,8,4.5,3627,82142,Automatic,RWD,Germany,5,6.1,1.25
7675,2016,Ram,2500,Truck,Midsize Truck,Gasoline,17.0,22.0,261,6,3.0,4440,46407,Automatic,4WD,USA,5,7.5,1.294
7676,2013,Tesla,Model X,SUV,Midsize Luxury SUV,Electric,,,437,0,0.0,4288,78493,Automatic,AWD,USA,5,7.0,
7677,2010,Mercedes-Benz,GLE,SUV,Midsize Luxury SUV,Gasoline,21.0,27.0,361,8,4.3,4503,75438,Automatic,4WD,Germany,5,9.0,1.286
7678,2007,Chevrolet,Blazer,SUV,Midsize SUV,Gasoline,23.0,31.0,214,4,1.6,4056,40772,Automatic,4WD,USA,4,10.0,1.348
7679,2006,Mazda,Mazda2,Hatchback,Compact,Gasoline,30.0,40.0,166,4,1.4,2935,24884,Automatic,FWD,Japan,4,7.8,1.333
7680,2009,Audi,A3,Sedan,Subcompact Luxury,Gasoline,26.0,32.0,155,4,1.5,3150,42471,Automatic,AWD,Germany,5,5.9,1.231
7681,2022,BMW,X1,SUV,Subcompact Luxury SUV,Gasoline,27.0,37.0,219,4,1.7,3483,53442,Automatic,FWD,Germany,4,8.3,1.37
7682,2023,Mercedes-Benz,GLC,SUV,Compact Luxury SUV,Gasoline,23.0,30.0,303,6,3.0,4389,67869,Automatic,4WD,Germany,4,6.6,1.304
7683,2011,Subaru,Outback,Wagon,Compact,Gasoline,29.0,37.0,157,4,1.8,3049,27613,Automatic,AWD,Japan,5,9.7,1.276
7684,2024,Mazda,CX-9,SUV,Midsize SUV,Gasoline,21.0,27.0,223,6,3.0,3906,48838,Automatic,FWD,Japan,4,7.9,1.286
7685,2020,Ford,EcoSport,SUV,Subcompact SUV,Gasoline,29.0,39.0,116,3,1.0,2826,34961,Automatic,AWD,USA,5,7.9,1.345
7686,2014,GMC,Terrain,SUV,Midsize SUV,Gasoline,24.0,30.0,235,4,1.5,4220,49047,Automatic,AWD,USA,5,9.6,1.25
7687,2011,Ford,F-150,Truck,Full-size Truck,Gasoline,18.0,22.0,416,6,2.9,5698,45713,Automatic,FWD,USA,5,6.8,1.222
7688,2002,Volvo,XC90,SUV,Midsize SUV,Gasoline,21.0,28.0,199,4,1.7,4473,43389,Manual,RWD,Sweden,5,7.0,1.333
7689,2004,Ford,Bronco,SUV,Midsize SUV,Gasoline,24.0,31.0,203,4,1.5,4055,45362,Automatic,4WD,USA,4,7.6,1.292
7690,2002,Volvo,S90,Sedan,Midsize,Hybrid,37.0,50.0,179,4,1.4,3211,33606,Automatic,RWD,Sweden,4,8.9,1.351
7691,2016,Toyota,Tacoma,Truck,Midsize Truck,Gasoline,22.0,29.0,263,4,1.8,4657,46625,Automatic,AWD,Japan,4,9.5,1.318
7692,2020,BMW,X1,SUV,Subcompact Luxury SUV,Diesel,26.0,31.0,224,4,1.6,3372,42012,Automatic,AWD,Germany,5,6.9,1.192
7693,2021,Kia,Soul,Hatchback,Compact,Hybrid,43.0,59.0,141,4,1.5,2948,33380,Automatic,AWD,South Korea,5,7.4,1.372
7694,2012,Ram,3500,Truck,Midsize Truck,Gasoline,19.0,23.0,244,4,1.6,4413,42599,Automatic,RWD,USA,4,8.1,1.211
7695,2008,Kia,Soul,Hatchback,Compact,Gasoline,25.0,30.0,131,4,1.6,3206,22900,Automatic,RWD,South Korea,5,5.5,1.2
7696,2023,Audi,A4,Sedan,Compact Luxury,Gasoline,26.0,33.0,255,6,3.0,3762,64527,Automatic,RWD,Germany,4,7.2,1.269
7697,2019,Ram,3500,Truck,Midsize Truck,Gasoline,21.0,26.0,254,4,1.6,4416,43444,Automatic,4WD,USA,3,6.6,1.238
7698,2008,Audi,Q7,SUV,Midsize Luxury SUV,Gasoline,20.0,24.0,349,6,3.1,4823,80643,Automatic,FWD,Germany,5,7.4,1.2
7699,2008,Hyundai,Ioniq,Hatchback,Compact,Gasoline,26.0,34.0,157,4,1.7,3112,25567,Automatic,AWD,South Korea,5,10.0,1.308
7700,2002,Volkswagen,Arteon,Sedan,Midsize,Diesel,35.0,48.0,191,4,1.6,3336,32165,Automatic,AWD,Germany,5,8.0,1.371
7701,2016,Mazda,CX-9,SUV,Midsize SUV,Gasoline,25.0,34.0,247,6,2.9,4426,50811,Automatic,RWD,Japan,5,7.4,1.36
7702,2000,Nissan,Maxima,Sedan,Midsize,Gasoline,26.0,34.0,193,4,1.6,3685,28884,Automatic,RWD,Japan,3,2.2,1.308
7703,2011,Audi,A6,Sedan,Midsize Luxury,Gasoline,22.0,26.0,358,8,4.4,4046,65179,Automatic,AWD,Germany,3,8.2,1.182
7704,2020,Honda,CR-V,SUV,Compact SUV,Gasoline,27.0,35.0,169,4,1.5,3139,33566,Automatic,RWD,Japan,5,7.8,1.296
7705,2005,Toyota,Highlander,SUV,Midsize SUV,Gasoline,23.0,28.0,277,4,1.5,4122,42904,Automatic,4WD,Japan,5,7.3,1.217
7706,2018,Chevrolet,Malibu,Sedan,Midsize,Gasoline,28.0,38.0,193,4,1.6,3870,34898,Manual,AWD,USA,4,7.8,1.357
7707,2021,Audi,Q5,SUV,Compact Luxury SUV,Gasoline,23.0,28.0,298,4,1.8,3895,59278,Automatic,AWD,Germany,3,7.0,1.217
7708,2017,Lexus,UX,SUV,Midsize SUV,Hybrid,34.0,45.0,242,4,1.5,4149,56188,Automatic,RWD,Japan,5,6.2,1.324
7709,2004,Chevrolet,Suburban,SUV,Full-size SUV,Gasoline,16.0,19.0,330,6,2.9,5559,61279,Automatic,RWD,USA,4,10.0,1.188
7710,2022,Toyota,RAV4,SUV,Compact SUV,Gasoline,27.0,35.0,157,4,1.5,3655,38843,Automatic,RWD,Japan,5,8.4,1.296
7711,2023,Tesla,Model 3,Sedan,Compact Luxury,Electric,,,316,0,0.0,3625,61770,Automatic,FWD,USA,5,8.1,
7712,2024,Hyundai,Tucson,SUV,Midsize SUV,Electric,,,247,0,0.0,4024,47847,Automatic,RWD,South Korea,4,8.1,
7713,2004,Nissan,Frontier,Truck,Midsize Truck,Gasoline,19.0,24.0,301,8,4.5,4447,30894,Manual,AWD,Japan,5,6.9,1.263
7714,2020,Toyota,Sienna,Minivan,Minivan,Hybrid,33.0,43.0,198,4,1.5,4541,48903,Manual,FWD,Japan,5,9.6,1.303
7715,2004,Audi,e-tron,SUV,Compact Luxury SUV,Gasoline,22.0,27.0,301,6,3.0,3826,52058,Automatic,RWD,Germany,5,9.7,1.227
7716,2000,Kia,Forte,Sedan,Midsize,Gasoline,29.0,35.0,193,4,1.5,3482,30253,Automatic,AWD,South Korea,4,8.1,1.207
7717,2007,Ford,Explorer,SUV,Midsize SUV,Hybrid,31.0,38.0,202,4,1.5,4166,38756,Automatic,RWD,USA,5,7.7,1.226
7718,2004,Volkswagen,Arteon,Sedan,Midsize,Diesel,32.0,39.0,231,6,2.9,3217,31671,Automatic,RWD,Germany,5,7.7,1.219
7719,2019,Lexus,LS,Sedan,Midsize,Hybrid,40.0,51.0,200,6,2.8,3290,36356,Automatic,FWD,Japan,5,8.9,1.275
7720,2017,Hyundai,Tucson,SUV,Midsize SUV,Gasoline,24.0,30.0,221,4,1.6,4212,51340,Manual,FWD,South Korea,5,8.4,1.25
7721,2018,Honda,Passport,SUV,Midsize SUV,Gasoline,21.0,27.0,229,4,1.6,3965,49111,Automatic,4WD,Japan,5,10.0,1.286
7722,2023,Audi,A6,Sedan,Midsize Luxury,Diesel,27.0,34.0,328,6,3.0,4236,90296,Automatic,RWD,Germany,4,7.2,1.259
7723,2008,Subaru,Forester,SUV,Midsize SUV,Gasoline,24.0,28.0,211,6,2.8,3864,40839,Manual,AWD,Japan,4,9.2,1.167
7724,2019,Chevrolet,Trax,SUV,Subcompact SUV,Gasoline,27.0,34.0,135,4,1.8,2963,35587,Automatic,4WD,USA,3,7.9,1.259
7725,2021,Subaru,Ascent,SUV,Midsize SUV,Gasoline,25.0,32.0,165,4,1.6,3986,46938,Automatic,RWD,Japan,5,8.5,1.28
7726,2010,Subaru,Legacy,Sedan,Midsize,Gasoline,29.0,35.0,183,4,1.5,3309,29615,Manual,AWD,Japan,5,5.5,1.207
7727,2002,Mazda,Mazda3,Sedan,Midsize,Gasoline,28.0,36.0,206,4,1.6,3359,27268,Automatic,FWD,Japan,4,5.8,1.286
7728,2018,Nissan,Murano,SUV,Midsize SUV,Gasoline,21.0,28.0,209,4,1.8,3878,46603,Automatic,FWD,Japan,4,8.7,1.333
7729,2000,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,317,0,0.0,3823,53700,Automatic,FWD,USA,5,6.5,
7730,2017,Subaru,WRX,Sedan,Midsize,Gasoline,25.0,33.0,184,4,1.7,3296,34423,Automatic,AWD,Japan,3,6.3,1.32
7731,2005,Chevrolet,Silverado,Truck,Full-size Truck,Gasoline,14.0,18.0,409,6,2.9,5606,43671,Manual,RWD,USA,5,6.1,1.286
7732,2013,Volkswagen,ID.4,SUV,Midsize SUV,Gasoline,23.0,31.0,220,4,1.5,3877,45635,Automatic,FWD,Germany,5,6.3,1.348
7733,2019,Ram,1500,Truck,Midsize Truck,Gasoline,23.0,29.0,265,6,2.9,4162,47204,Automatic,AWD,USA,5,8.1,1.261
7734,2001,Subaru,Tribeca,SUV,Midsize SUV,Gasoline,24.0,32.0,208,4,1.7,4489,36145,Automatic,AWD,Japan,5,8.4,1.333
7735,2013,BMW,7 Series,Sedan,Full-size Luxury,Gasoline,20.0,27.0,457,12,6.0,4226,107819,Automatic,AWD,Germany,5,7.2,1.35
7736,2000,Honda,Insight,Sedan,Compact,Gasoline,26.0,32.0,137,4,1.7,3519,21957,Automatic,RWD,Japan,4,7.3,1.231
7737,2020,Ram,Dakota,Truck,Midsize Truck,Gasoline,16.0,19.0,280,4,1.6,4792,44495,Automatic,4WD,USA,4,7.7,1.188
7738,2014,Jeep,Grand Cherokee,SUV,Midsize SUV,Gasoline,22.0,27.0,179,4,1.6,4061,53490,Automatic,RWD,USA,5,7.9,1.227
7739,2013,Audi,A6,Sedan,Midsize Luxury,Diesel,21.0,28.0,340,8,4.4,3859,61653,Automatic,AWD,Germany,4,5.8,1.333
7740,2014,Toyota,Tacoma,Truck,Midsize Truck,Gasoline,20.0,27.0,267,6,3.1,4604,40074,Automatic,FWD,Japan,3,9.4,1.35
7741,2018,GMC,Yukon,SUV,Midsize SUV,Gasoline,23.0,29.0,227,4,1.5,3843,51677,Automatic,AWD,USA,5,7.0,1.261
7742,2017,Volkswagen,Touareg,SUV,Midsize SUV,Gasoline,23.0,31.0,228,6,3.0,4227,48932,Manual,AWD,Germany,3,9.2,1.348
7743,2018,Mercedes-Benz,E-Class,Sedan,Midsize Luxury,Gasoline,25.0,33.0,324,6,3.0,3961,85994,Automatic,RWD,Germany,4,9.1,1.32
7744,2013,Volvo,XC60,SUV,Midsize SUV,Gasoline,25.0,34.0,234,6,3.0,4171,47887,Automatic,FWD,Sweden,4,6.2,1.36
7745,2000,Mercedes-Benz,CLA,Sedan,Compact Luxury,Diesel,24.0,31.0,236,4,1.6,3285,49557,Automatic,RWD,Germany,5,7.0,1.292
7746,2003,Kia,Niro,Hatchback,Compact,Electric,,,311,0,0.0,3002,26936,Automatic,AWD,South Korea,3,5.5,
7747,2015,Subaru,Tribeca,SUV,Midsize SUV,Gasoline,24.0,32.0,226,6,3.1,3834,51602,Automatic,AWD,Japan,4,8.4,1.333
7748,2016,Lexus,NX,SUV,Midsize SUV,Gasoline,21.0,27.0,200,4,1.5,4103,45002,Automatic,RWD,Japan,4,5.7,1.286
7749,2005,Nissan,Rogue,SUV,Midsize SUV,Gasoline,19.0,22.0,215,4,1.5,3937,47469,Automatic,AWD,Japan,5,6.9,1.158
7750,2024,Lexus,LS,Sedan,Midsize,Gasoline,30.0,40.0,206,6,3.1,3579,36338,Manual,RWD,Japan,5,7.0,1.333
7751,2000,Lexus,LC,Coupe,Compact,Hybrid,43.0,57.0,157,4,1.6,2805,22397,Automatic,FWD,Japan,4,9.2,1.326
7752,2002,Honda,Civic,Sedan,Compact,Gasoline,27.0,36.0,115,4,1.5,3740,21622,Automatic,RWD,Japan,5,9.0,1.333
7753,2011,Toyota,Highlander,SUV,Midsize SUV,Gasoline,23.0,28.0,229,4,1.6,4273,50381,Automatic,4WD,Japan,5,8.2,1.217
7754,2004,Honda,Ridgeline,Truck,Midsize Truck,Gasoline,21.0,26.0,259,4,1.6,4832,36360,Manual,RWD,Japan,5,9.4,1.238
7755,2020,Honda,Civic,Sedan,Compact,Gasoline,29.0,36.0,151,4,1.6,2875,26332,Automatic,RWD,Japan,4,5.9,1.241
7756,2000,Subaru,Impreza,Sedan,Midsize,Gasoline,25.0,31.0,164,4,1.6,3422,32322,Automatic,AWD,Japan,3,6.2,1.24
7757,2024,Kia,Stinger,Sedan,Midsize,Electric,,,299,0,0.0,3693,33520,Automatic,RWD,South Korea,4,6.7,
7758,2018,Audi,A5,Coupe,Compact Luxury,Gasoline,22.0,26.0,262,4,1.7,3507,51715,Automatic,RWD,Germany,4,6.3,1.182
7759,2008,Toyota,Highlander,SUV,Midsize SUV,Gasoline,21.0,28.0,220,6,3.0,3660,40666,Automatic,AWD,Japan,5,4.4,1.333
7760,2016,Ford,Edge,SUV,Midsize SUV,Gasoline,27.0,34.0,251,4,1.5,3754,45209,Automatic,AWD,USA,4,9.1,1.259
7761,2021,Jeep,Grand Cherokee,SUV,Midsize SUV,Gasoline,21.0,25.0,237,4,1.6,4116,52789,Automatic,AWD,USA,4,5.8,1.19
7762,2000,Mazda,Mazda3,Sedan,Midsize,Gasoline,28.0,37.0,220,4,1.6,3629,30013,Manual,FWD,Japan,5,6.6,1.321
7763,2008,Kia,Soul,Hatchback,Compact,Hybrid,45.0,59.0,125,3,0.9,2996,28280,Automatic,RWD,South Korea,5,4.4,1.311
7764,2014,Nissan,Frontier,Truck,Midsize Truck,Gasoline,21.0,27.0,230,6,3.2,5001,43270,Automatic,4WD,Japan,5,8.8,1.286
7765,2018,Subaru,Outback,Wagon,Compact,Gasoline,30.0,36.0,156,4,1.6,3013,32918,Automatic,AWD,Japan,4,9.8,1.2
7766,2003,Kia,Stinger,Sedan,Midsize,Hybrid,39.0,48.0,203,6,2.9,3410,32925,Automatic,AWD,South Korea,5,9.6,1.231
7767,2001,Kia,Optima,Sedan,Midsize,Gasoline,27.0,33.0,159,4,1.6,3134,28957,Automatic,FWD,South Korea,5,5.4,1.222
7768,2005,BMW,X3,SUV,Compact Luxury SUV,Diesel,28.0,36.0,258,4,1.8,3989,52844,Automatic,RWD,Germany,4,3.9,1.286
7769,2002,Lexus,LC,Coupe,Compact,Gasoline,29.0,37.0,142,4,1.5,3347,26226,Automatic,AWD,Japan,5,8.5,1.276
7770,2001,Volvo,XC90,SUV,Midsize SUV,Electric,,,283,0,0.0,3940,39833,Automatic,RWD,Sweden,3,9.1,
7771,2022,Dodge,Charger,Sedan,Midsize,Gasoline,28.0,34.0,194,4,1.6,3848,33543,Automatic,RWD,USA,5,10.0,1.214
7772,2014,Mercedes-Benz,AMG GT,Coupe,Sports Luxury,Gasoline,18.0,23.0,563,12,6.1,3599,105576,Automatic,RWD,Germany,5,7.8,1.278
7773,2013,Audi,A5,Coupe,Compact Luxury,Gasoline,25.0,33.0,244,4,1.6,3644,55420,Automatic,AWD,Germany,3,7.2,1.32
7774,2018,Volkswagen,Taos,SUV,Midsize SUV,Diesel,28.0,36.0,223,4,1.6,4194,46862,Automatic,RWD,Germany,5,7.3,1.286
7775,2008,Kia,Seltos,SUV,Midsize SUV,Gasoline,24.0,32.0,240,4,1.6,3746,46523,Automatic,RWD,South Korea,5,7.9,1.333
7776,2019,Volkswagen,Taos,SUV,Midsize SUV,Diesel,26.0,35.0,228,4,1.7,4035,48969,Automatic,4WD,Germany,5,7.7,1.346
7777,2004,Honda,CR-V,SUV,Compact SUV,Gasoline,30.0,37.0,183,4,1.7,2974,35993,Automatic,4WD,Japan,4,7.5,1.233
7778,2016,Lexus,LX,SUV,Midsize SUV,Gasoline,25.0,32.0,249,6,3.1,4070,47406,Manual,4WD,Japan,4,5.8,1.28
7779,2001,Jeep,Compass,SUV,Midsize SUV,Gasoline,23.0,31.0,236,4,1.5,4239,40445,Automatic,FWD,USA,4,7.7,1.348
7780,2013,Jeep,Gladiator,Truck,Midsize Truck,Gasoline,24.0,30.0,292,6,2.8,4767,41130,Automatic,AWD,USA,4,6.5,1.25
7781,2023,Chevrolet,Suburban,SUV,Full-size SUV,Gasoline,20.0,25.0,319,6,3.0,5411,72290,Automatic,4WD,USA,5,6.3,1.25
7782,2011,Kia,Telluride,SUV,Midsize SUV,Electric,,,323,0,0.0,3846,46501,Automatic,RWD,South Korea,4,8.3,
7783,2010,Lexus,GX,SUV,Midsize SUV,Hybrid,38.0,46.0,221,4,1.6,4092,43518,Automatic,RWD,Japan,4,8.2,1.211
7784,2008,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,308,0,0.0,3875,59786,Automatic,4WD,USA,5,8.7,
7785,2014,Ford,Bronco,SUV,Midsize SUV,Gasoline,24.0,29.0,212,6,2.9,4101,40940,Automatic,RWD,USA,5,7.0,1.208
7786,2003,Toyota,Prius,Hatchback,Compact,Gasoline,29.0,37.0,90,4,1.4,2858,22356,Automatic,FWD,Japan,5,6.2,1.276
7787,2006,Kia,Niro,Hatchback,Compact,Electric,,,277,0,0.0,2708,28004,Automatic,FWD,South Korea,5,7.1,
7788,2010,Mercedes-Benz,CLA,Sedan,Compact Luxury,Gasoline,22.0,27.0,242,4,1.6,3421,56383,Automatic,RWD,Germany,4,7.8,1.227
7789,2012,Ford,Expedition,SUV,Full-size SUV,Gasoline,12.0,15.0,326,6,3.1,5112,63061,Automatic,FWD,USA,4,8.2,1.25
7790,2001,Lexus,GX,SUV,Midsize SUV,Hybrid,35.0,46.0,223,4,1.6,4176,43218,Automatic,4WD,Japan,5,6.5,1.314
7791,2004,Volkswagen,Jetta,Sedan,Midsize,Diesel,35.0,42.0,184,4,1.8,3754,26977,Automatic,FWD,Germany,4,6.7,1.2
7792,2015,Subaru,WRX,Sedan,Midsize,Gasoline,26.0,32.0,177,4,1.7,3513,35454,Automatic,AWD,Japan,5,7.5,1.231
7793,2004,Mazda,CX-30,SUV,Midsize SUV,Gasoline,19.0,25.0,188,4,1.6,4210,36434,Automatic,4WD,Japan,3,8.5,1.316
7794,2018,BMW,X1,SUV,Subcompact Luxury SUV,Gasoline,26.0,31.0,227,6,2.8,3190,47645,Automatic,RWD,Germany,5,7.2,1.192
7795,2013,Ram,1500,Truck,Midsize Truck,Gasoline,21.0,28.0,249,6,2.9,4452,36551,Automatic,AWD,USA,5,7.4,1.333
7796,2008,BMW,M3,Sedan,Sports Luxury,Gasoline,18.0,22.0,558,8,4.5,4086,84784,Automatic,AWD,Germany,5,6.1,1.222
7797,2001,Jeep,Commander,SUV,Midsize SUV,Gasoline,18.0,22.0,225,4,1.6,4404,39653,Automatic,FWD,USA,4,7.4,1.222
7798,2022,GMC,Envoy,SUV,Midsize SUV,Gasoline,23.0,30.0,216,6,3.1,3895,46965,Automatic,AWD,USA,5,7.6,1.304
7799,2003,Hyundai,Accent,Sedan,Midsize,Gasoline,24.0,30.0,186,4,1.5,3462,28700,Automatic,FWD,South Korea,3,5.7,1.25
7800,2000,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,346,0,0.0,3892,47770,Automatic,RWD,USA,5,10.0,
7801,2005,Jeep,Patriot,SUV,Midsize SUV,Gasoline,25.0,34.0,233,4,1.6,4254,41487,Automatic,4WD,USA,5,7.1,1.36
7802,2020,Honda,HR-V,SUV,Subcompact SUV,Gasoline,27.0,37.0,153,4,1.6,3059,36811,Automatic,FWD,Japan,5,8.8,1.37
7803,2020,Audi,e-tron,SUV,Compact Luxury SUV,Diesel,29.0,39.0,316,6,3.2,3885,59604,Automatic,FWD,Germany,5,8.8,1.345
7804,2015,Ram,3500,Truck,Midsize Truck,Gasoline,24.0,30.0,302,6,2.9,4726,37262,Automatic,AWD,USA,4,6.7,1.25
7805,2009,Volkswagen,GTI,Hatchback,Compact,Gasoline,30.0,36.0,138,4,1.6,2781,23902,Automatic,FWD,Germany,3,7.9,1.2
7806,2020,Toyota,Prius,Hatchback,Compact,Hybrid,46.0,56.0,157,4,1.6,3168,25289,Automatic,FWD,Japan,4,8.6,1.217
7807,2018,Chevrolet,Colorado,Truck,Midsize Truck,Gasoline,19.0,23.0,275,4,1.7,4584,43261,Automatic,FWD,USA,4,9.2,1.211
7808,2018,Jeep,Grand Cherokee,SUV,Midsize SUV,Gasoline,22.0,30.0,234,6,3.2,3898,55712,Automatic,AWD,USA,5,10.0,1.364
7809,2024,Chevrolet,Suburban,SUV,Full-size SUV,Gasoline,15.0,19.0,342,6,3.0,5448,81657,Automatic,AWD,USA,4,6.1,1.267
7810,2006,Honda,Ridgeline,Truck,Midsize Truck,Gasoline,20.0,25.0,242,4,1.6,4721,33972,Automatic,AWD,Japan,4,6.1,1.25
7811,2016,Toyota,Camry,Sedan,Midsize,Gasoline,26.0,33.0,185,4,1.7,3377,31946,Automatic,AWD,Japan,4,9.6,1.269
7812,2000,Subaru,Ascent,SUV,Midsize SUV,Gasoline,21.0,26.0,221,6,3.1,4269,41964,Automatic,AWD,Japan,5,7.1,1.238
7813,2005,Chevrolet,Camaro,Coupe,Sports,Gasoline,25.0,30.0,319,6,3.0,3441,41225,Manual,RWD,USA,5,10.0,1.2
7814,2002,BMW,3 Series,Sedan,Compact Luxury,Diesel,27.0,35.0,266,6,3.0,3486,48255,Automatic,RWD,Germany,5,6.2,1.296
7815,2002,Ford,Bronco,SUV,Midsize SUV,Hybrid,31.0,42.0,266,6,3.0,3864,37655,Automatic,RWD,USA,4,6.8,1.355
7816,2024,Volkswagen,Passat,Sedan,Midsize,Gasoline,27.0,33.0,192,4,1.5,3466,40298,Manual,RWD,Germany,5,8.4,1.222
7817,2020,GMC,Typhoon,SUV,Midsize SUV,Gasoline,23.0,29.0,240,4,1.6,4016,57946,Automatic,AWD,USA,5,5.8,1.261
7818,2015,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,21.0,29.0,264,4,1.6,4353,40872,Automatic,AWD,USA,3,4.7,1.381
7819,2017,Lexus,UX,SUV,Midsize SUV,Gasoline,24.0,32.0,231,6,3.1,4512,47124,Automatic,FWD,Japan,5,10.0,1.333
7820,2010,Audi,e-tron,SUV,Compact Luxury SUV,Gasoline,21.0,25.0,275,6,3.0,3906,60453,Automatic,RWD,Germany,5,6.4,1.19
7821,2014,Hyundai,Tucson,SUV,Midsize SUV,Gasoline,24.0,32.0,231,4,1.6,3844,40654,Automatic,RWD,South Korea,5,8.1,1.333
7822,2008,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,1019,0,0.0,3861,81655,Automatic,FWD,USA,5,8.6,
7823,2002,Chevrolet,Malibu,Sedan,Midsize,Gasoline,27.0,34.0,181,4,1.4,3424,27113,Automatic,AWD,USA,5,7.0,1.259
7824,2005,Jeep,Grand Cherokee,SUV,Midsize SUV,Gasoline,22.0,29.0,199,4,1.9,3702,36481,Automatic,AWD,USA,5,4.2,1.318
7825,2013,Tesla,Model X,SUV,Midsize Luxury SUV,Electric,,,360,0,0.0,4243,86916,Automatic,RWD,USA,4,7.9,
7826,2009,Ram,1500,Truck,Midsize Truck,Gasoline,20.0,26.0,250,4,1.5,4887,40167,Automatic,RWD,USA,5,9.3,1.3
7827,2004,Honda,Odyssey,Minivan,Minivan,Hybrid,30.0,38.0,163,4,1.5,4356,37215,Automatic,RWD,Japan,4,8.1,1.267
7828,2012,Honda,Passport,SUV,Midsize SUV,Gasoline,23.0,29.0,222,4,1.6,3972,47252,Automatic,FWD,Japan,4,7.7,1.261
7829,2015,Tesla,Model X,SUV,Midsize Luxury SUV,Electric,,,369,0,0.0,4770,80831,Automatic,RWD,USA,3,9.5,
7830,2019,Jeep,Compass,SUV,Midsize SUV,Gasoline,23.0,29.0,247,6,3.0,4062,44767,Automatic,AWD,USA,5,6.4,1.261
7831,2015,Nissan,Altima,Sedan,Midsize,Gasoline,29.0,38.0,204,6,3.1,3383,32701,Automatic,AWD,Japan,5,7.7,1.31
7832,2023,Mercedes-Benz,GLA,SUV,Subcompact Luxury SUV,Gasoline,25.0,34.0,216,4,1.6,3530,52466,Automatic,FWD,Germany,5,8.7,1.36
7833,2020,Ram,2500,Truck,Midsize Truck,Gasoline,23.0,30.0,235,6,3.0,4442,42225,Manual,AWD,USA,3,7.9,1.304
7834,2016,Lexus,NX,SUV,Midsize SUV,Hybrid,31.0,39.0,228,4,1.7,4130,50904,Automatic,RWD,Japan,4,6.6,1.258
7835,2002,Lexus,NX,SUV,Midsize SUV,Gasoline,23.0,30.0,205,6,2.9,4030,43503,Automatic,AWD,Japan,4,10.0,1.304
7836,2007,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,1018,0,0.0,3666,79759,Automatic,RWD,USA,4,9.9,
7837,2001,Nissan,Sentra,Sedan,Midsize,Gasoline,26.0,33.0,173,4,1.6,3602,27035,Automatic,RWD,Japan,4,10.0,1.269
7838,2015,Subaru,Baja,Truck,Midsize Truck,Gasoline,22.0,29.0,248,4,1.6,4221,39491,Automatic,RWD,Japan,4,8.1,1.318
7839,2010,Mercedes-Benz,S-Class,Sedan,Full-size Luxury,Diesel,22.0,29.0,438,8,4.5,4543,87633,Manual,AWD,Germany,5,7.8,1.318
7840,2005,Lexus,GX,SUV,Midsize SUV,Gasoline,24.0,31.0,205,4,1.6,4413,40609,Automatic,RWD,Japan,4,7.5,1.292
7841,2000,Toyota,Tacoma,Truck,Midsize Truck,Hybrid,30.0,40.0,238,4,1.6,4298,34217,Automatic,FWD,Japan,3,7.4,1.333
7842,2021,Subaru,Impreza,Sedan,Midsize,Gasoline,24.0,29.0,188,4,1.7,3561,41763,Automatic,AWD,Japan,4,8.1,1.208
